date,SP500,CPI,CPI MoM,Fed Funds,Cons.Sentiment,VIX,SP500 MoM,GDP,GDP MoM,Un.Rate
3/1/90,339.94000244140625,128.6,0.4687499999999955,8.28,91.3,20.062272727272727,,5901.81,,5.2
4/1/90,330.79998779296875,128.9,0.2332814930015692,8.26,93.9,21.4035,-2.688714062,5930.919,0.4932215710095722,5.4
5/1/90,361.2300109863281,129.1,0.1551590380139522,8.18,90.6,18.097727272727273,9.198919079889455,5960.028,0.4908008354185922,5.4
6/1/90,358.0199890136719,129.9,0.6196746707978429,8.29,88.3,16.822380952380954,-0.888636568,5978.390666666667,0.3080969865689731,5.2
7/1/90,356.1499938964844,130.5,0.4618937644341736,8.15,88.2,18.392857142857142,-0.522315841,5996.753333333333,0.3071506646270094,5.5
8/1/90,322.55999755859375,131.6,0.8429118773946254,8.13,76.4,28.175217391304347,-9.431418479,6015.116,0.3062101381525295,5.7
9/1/90,306.04998779296875,132.5,0.6838905775075954,8.2,72.8,29.10736842105263,-5.118430646,6011.655,-0.057538375,5.9
10/1/90,304,133.4,0.6792452830188811,8.11,63.9,29.625652173913043,-0.66982123,6008.194,-0.057571501,5.9
11/1/90,322.2200012207031,133.7,0.2248875562218755,7.81,66,24.885714285714283,5.993421454178649,6004.733,-0.057604665,6.2
12/1/90,330.2200012207031,134.2,0.3739715781600594,7.31,65.5,23.363,2.482775733875209,6014.881333333334,0.169005572,6.3
1/1/91,343.92999267578125,134.7,0.3725782414307099,6.91,66.8,27.42909090909091,4.151775,6025.029666666666,0.168720425,6.4
2/1/91,367.0700073242187,134.8,0.07423905,6.25,70.4,21.598421052631576,6.728117681278034,6035.178,0.1684362384052562,6.6
3/1/91,375.2200012207031,134.8,0,6.12,87.7,17.744210526315786,2.220283252204202,6065.739333333333,0.5063866108561133,6.8
4/1/91,375.3399963378906,135.1,0.2225519287833766,5.91,81.8,17.37272727272727,0.031979936,6096.300666666667,0.5038352565760462,6.7
